seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr1	10233213	10233547	335	*	Promoter (<=1kb)	1	10173075	10232670	59596	2	211673	ENSMUST00000131556.1	-543
chr1	10993856	10994523	668	*	Promoter (<=1kb)	1	10993465	11303681	310217	1	109294	ENSMUST00000027056.11	391
chr1	11328997	11329126	130	*	Distal Intergenic	1	11283993	11298204	14212	1	109294	ENSMUST00000188154.1	45004
chr1	11329308	11329490	183	*	Distal Intergenic	1	11283993	11298204	14212	1	109294	ENSMUST00000188154.1	45315
chr1	12692946	12693567	622	*	Promoter (<=1kb)	1	12692532	12852489	159958	1	240725	ENSMUST00000186051.6	414
chr1	12864972	12865425	454	*	Distal Intergenic	1	12842791	12861192	18402	1	240725	ENSMUST00000185780.1	22181
chr1	12990550	12991058	509	*	Promoter (<=1kb)	1	12879683	12990914	111232	2	240726	ENSMUST00000146763.7	0
chr1	12991546	12992942	1397	*	Promoter (<=1kb)	1	12866549	12992650	126102	2	240726	ENSMUST00000188454.6	0
chr1	13124296	13124652	357	*	Promoter (2-3kb)	1	13113457	13127163	13707	2	383491	ENSMUST00000047577.6	2511
chr1	13124782	13126253	1472	*	Promoter (<=1kb)	1	13113457	13127163	13707	2	383491	ENSMUST00000047577.6	910
chr1	13127041	13127276	236	*	Promoter (<=1kb)	1	13113457	13127163	13707	2	383491	ENSMUST00000047577.6	0
chr1	13426645	13427069	425	*	Distal Intergenic	1	13164501	13374083	209583	2	17978	ENSMUST00000147927.7	-52562
chr1	14309501	14309700	200	*	Promoter (<=1kb)	1	14270775	14309836	39062	2	14048	ENSMUST00000187790.1	136
chr1	14506280	14506706	427	*	Distal Intergenic	1	14168958	14310235	141278	2	14048	ENSMUST00000168081.8	-196045
chr1	14506860	14507275	416	*	Distal Intergenic	1	14168958	14310235	141278	2	14048	ENSMUST00000168081.8	-196625
chr1	14754894	14756185	1292	*	Promoter (<=1kb)	1	14753346	14755990	2645	2	17681	ENSMUST00000027062.6	0
chr1	14918590	14918989	400	*	Promoter (<=1kb)	1	14872648	14918862	46215	2	277328	ENSMUST00000041447.4	0
chr1	15286292	15286547	256	*	Promoter (<=1kb)	1	15287254	15712548	425295	1	98741	ENSMUST00000175681.2	-707
chr1	15286901	15287441	541	*	Promoter (<=1kb)	1	15287254	15712548	425295	1	98741	ENSMUST00000175681.2	0
chr1	15892157	15892674	518	*	Promoter (<=1kb)	1	15853862	15892722	38861	2	226866	ENSMUST00000040695.4	48
chr1	15892820	15893148	329	*	Promoter (<=1kb)	1	15853862	15892722	38861	2	226866	ENSMUST00000040695.4	-98
chr1	16092875	16093461	587	*	Promoter (<=1kb)	1	16065979	16093325	27347	2	75799	ENSMUST00000145070.7	0
chr1	16105835	16106709	875	*	Promoter (<=1kb)	1	16105774	16133734	27961	1	98711	ENSMUST00000027053.7	61
chr1	16519940	16520217	278	*	Promoter (<=1kb)	1	16228816	16520112	291297	2	29819	ENSMUST00000162435.7	0
chr1	16617948	16618681	734	*	Promoter (<=1kb)	1	16581936	16619259	37324	2	66799	ENSMUST00000133639.1	578
chr1	17091692	17092123	432	*	Exon (ENSMUST00000038382.4/57339, exon 2 of 5)	1	16994938	17097889	102952	2	57339	ENSMUST00000038382.4	5766
chr1	17096539	17097829	1291	*	Promoter (<=1kb)	1	16994938	17097889	102952	2	57339	ENSMUST00000038382.4	60
chr1	17098020	17098244	225	*	Promoter (<=1kb)	1	16994938	17097889	102952	2	57339	ENSMUST00000038382.4	-131
chr1	18057771	18058987	1217	*	Exon (ENSMUST00000209405.1/ENSMUST00000209405.1, exon 1 of 4)	1	18115204	18137051	21848	2	78081	ENSMUST00000115340.7	78064
chr1	19103877	19104888	1012	*	Promoter (<=1kb)	1	19063300	19104840	41541	2	102635013	ENSMUST00000159108.2	0
chr1	19209791	19210154	364	*	Promoter (<=1kb)	1	19208960	19238083	29124	1	21419	ENSMUST00000187754.6	831
chr1	19234829	19235126	298	*	3' UTR	1	19213879	19219253	5375	1	21419	ENSMUST00000186972.1	20950
chr1	19241435	19241641	207	*	Distal Intergenic	1	19213879	19219253	5375	1	21419	ENSMUST00000186972.1	27556
chr1	20477652	20478339	688	*	Intron (ENSMUST00000088448.11/241035, intron 35 of 66)	1	20374722	20409448	34727	2	241035	ENSMUST00000132647.1	-68204
chr1	20934563	20935612	1050	*	5' UTR	1	20922259	20935756	13498	1	74229	ENSMUST00000187651.1	12304
chr1	21078456	21078839	384	*	Promoter (<=1kb)	1	20996299	21079229	82931	2	170829	ENSMUST00000037998.5	390
chr1	21960503	21961329	827	*	Promoter (<=1kb)	1	21398403	21961581	563179	2	226922	ENSMUST00000029667.12	252
chr1	21961515	21962499	985	*	Promoter (<=1kb)	1	21398403	21961581	563179	2	226922	ENSMUST00000029667.12	0
chr1	22533932	22534313	382	*	Exon (ENSMUST00000081544.12/116837, exon 7 of 32)	1	22288422	22432843	144422	2	116837	ENSMUST00000185942.1	-101089
chr1	22805440	22805987	548	*	Promoter (<=1kb)	1	22286251	22805724	519474	2	116837	ENSMUST00000081544.12	0
chr1	22806140	22806586	447	*	Promoter (<=1kb)	1	22533955	22805994	272040	2	116837	ENSMUST00000218140.1	-146
chr1	23257257	23257546	290	*	Distal Intergenic	1	23272269	23272339	71	1	387225	ENSMUST00000083471.3	-14723
chr1	23761482	23762925	1444	*	Promoter (<=1kb)	1	23761753	23815740	53988	1	280645	ENSMUST00000144602.1	0
chr1	23763068	23763656	589	*	Promoter (1-2kb)	1	23762011	23815739	53729	1	280645	ENSMUST00000140583.1	1057
chr1	24099217	24099810	594	*	Promoter (<=1kb)	1	24011591	24100182	88592	2	68187	ENSMUST00000187369.6	372
chr1	24586371	24586596	226	*	Promoter (<=1kb)	1	24279770	24587411	307642	2	12823	ENSMUST00000051344.5	815
chr1	24586702	24587424	723	*	Promoter (<=1kb)	1	24279770	24587411	307642	2	12823	ENSMUST00000051344.5	0
chr1	25829100	25829568	469	*	Promoter (<=1kb)	1	25067550	25829511	761962	2	210933	ENSMUST00000135518.7	0
chr1	25829648	25829728	81	*	Promoter (<=1kb)	1	25067550	25829707	762158	2	210933	ENSMUST00000151309.7	0
chr1	29737003	29737133	131	*	Distal Intergenic	1	29421488	29421612	125	1	102465174	ENSMUST00000183870.1	315515
chr1	32172352	32172536	185	*	Promoter (<=1kb)	1	32172714	32658568	485855	1	170771	ENSMUST00000027226.11	-178
chr1	32172803	32173259	457	*	Promoter (<=1kb)	1	32172887	32311090	138204	1	170771	ENSMUST00000185666.1	0
chr1	33756966	33757537	572	*	Promoter (<=1kb)	1	33746802	33757741	10940	2	213539	ENSMUST00000187602.1	204
chr1	33757875	33758076	202	*	Promoter (<=1kb)	1	33745484	33757795	12312	2	213539	ENSMUST00000044691.8	-80
chr1	33838318	33838566	249	*	Promoter (<=1kb)	1	33836124	33838680	2557	2	433287	ENSMUST00000117459.2	114
chr1	33906897	33907587	691	*	Promoter (<=1kb)	1	33852052	33907768	55717	2	320705	ENSMUST00000115161.7	181
chr1	33908251	33909222	972	*	Promoter (<=1kb)	1	33908225	34307592	399368	1	13518	ENSMUST00000183034.4	26
chr1	34432238	34432433	196	*	Promoter (<=1kb)	1	34433121	34433199	79	2	100628580	ENSMUST00000175111.1	766
chr1	34459046	34460368	1323	*	Promoter (<=1kb)	1	34459765	34473784	14020	1	19253	ENSMUST00000027302.13	0
chr1	34472413	34473275	863	*	Promoter (<=1kb)	1	34472720	34475733	3014	1	19253	ENSMUST00000188972.2	0
chr1	34485444	34485594	151	*	Exon (ENSMUST00000188292.6/ENSMUST00000188292.6, exon 1 of 5)	1	34472720	34475733	3014	1	19253	ENSMUST00000188972.2	12724
chr1	34485659	34485933	275	*	Exon (ENSMUST00000186117.1/ENSMUST00000186117.1, exon 1 of 4)	1	34498410	34503063	4654	1	21755	ENSMUST00000027299.9	-12477
chr1	34499013	34499242	230	*	Promoter (<=1kb)	1	34498421	34500132	1712	1	21755	ENSMUST00000191604.1	592
chr1	34537041	34537768	728	*	Promoter (1-2kb)	1	34535648	34544313	8666	1	12627	ENSMUST00000027298.4	1393
chr1	34560784	34561173	390	*	Promoter (<=1kb)	1	34543968	34560943	16976	2	21756	ENSMUST00000115071.3	0
chr1	34578938	34579571	634	*	Promoter (<=1kb)	1	34579657	34590944	11288	1	211383	ENSMUST00000052670.10	-86
chr1	34579794	34580132	339	*	Promoter (<=1kb)	1	34579657	34590944	11288	1	211383	ENSMUST00000052670.10	137
chr1	34635453	34636150	698	*	Promoter (<=1kb)	1	34635544	34636189	646	2	241051	ENSMUST00000195095.1	39
chr1	34677825	34679007	1183	*	Promoter (<=1kb)	1	34678188	34812739	134552	1	226970	ENSMUST00000159747.8	0
chr1	34750153	34750503	351	*	Promoter (<=1kb)	1	34750581	34807144	56564	1	226970	ENSMUST00000159021.8	-78
chr1	34750677	34751338	662	*	Promoter (<=1kb)	1	34750581	34807144	56564	1	226970	ENSMUST00000159021.8	96
chr1	34802142	34802592	451	*	Promoter (<=1kb)	1	34801741	34808911	7171	1	226970	ENSMUST00000160855.1	401
chr1	34806033	34806523	491	*	Exon (ENSMUST00000159747.8/226970, exon 7 of 14)	1	34801741	34808911	7171	1	226970	ENSMUST00000160855.1	4292
chr1	34849800	34850206	407	*	Promoter (<=1kb)	1	34849976	34873956	23981	1	226971	ENSMUST00000156687.7	0
chr1	34930019	34930730	712	*	Exon (ENSMUST00000193847.1/ENSMUST00000193847.1, exon 1 of 1)	1	34851837	34863475	11639	1	226971	ENSMUST00000152654.2	78182
chr1	36030689	36030933	245	*	Exon (ENSMUST00000195698.1/ENSMUST00000195698.1, exon 1 of 1)	1	36068400	36106446	38047	1	50785	ENSMUST00000088174.3	-37467
chr1	36254969	36255102	134	*	Distal Intergenic	1	36140027	36244305	104279	2	320011	ENSMUST00000046875.13	-10664
chr1	36269116	36269843	728	*	3' UTR	1	36264597	36273435	8839	2	214854	ENSMUST00000056946.7	3592
chr1	36303062	36303607	546	*	Distal Intergenic	1	36307733	36319203	11471	1	214855	ENSMUST00000126413.7	-4126
chr1	36307831	36308725	895	*	Promoter (<=1kb)	1	36307779	36316578	8800	1	214855	ENSMUST00000140218.1	52
chr1	36369278	36369682	405	*	Promoter (<=1kb)	1	36335730	36369181	33452	2	226976	ENSMUST00000010597.9	-97
chr1	36471008	36471362	355	*	Promoter (<=1kb)	1	36471620	36508764	37145	1	94220	ENSMUST00000153128.1	-258
chr1	36471764	36472599	836	*	Promoter (<=1kb)	1	36471620	36508764	37145	1	94220	ENSMUST00000153128.1	144
chr1	36555901	36556912	1012	*	Promoter (<=1kb)	1	36548642	36557526	8885	2	20353	ENSMUST00000191642.5	614
chr1	36557398	36558318	921	*	Promoter (<=1kb)	1	36548642	36557526	8885	2	20353	ENSMUST00000191642.5	0
chr1	36558509	36559103	595	*	Promoter (<=1kb)	1	36548642	36558349	9708	2	20353	ENSMUST00000114991.7	-160
chr1	36683383	36683785	403	*	Promoter (<=1kb)	1	36599976	36683183	83208	2	381337	ENSMUST00000114981.2	-200
chr1	36784911	36785525	615	*	Distal Intergenic	1	36778984	36782815	3832	1	22637	ENSMUST00000190128.1	5927
chr1	37029397	37029669	273	*	Promoter (<=1kb)	1	37029384	37076725	47342	1	70853	ENSMUST00000162449.6	13
chr1	37186747	37186832	86	*	3' UTR	1	37214434	37241940	27507	1	12790	ENSMUST00000191981.5	-27602
chr1	37186899	37187265	367	*	3' UTR	1	37214434	37241940	27507	1	12790	ENSMUST00000191981.5	-27169
chr1	37300149	37300650	502	*	Promoter (<=1kb)	1	37300308	37408289	107982	1	269180	ENSMUST00000132401.7	0
chr1	37540211	37540489	279	*	Promoter (<=1kb)	1	37439340	37541016	101677	2	269181	ENSMUST00000151952.7	527
chr1	37719254	37719702	449	*	Promoter (<=1kb)	1	37637986	37719795	81810	2	72097	ENSMUST00000160589.1	93
chr1	37719968	37720289	322	*	Promoter (<=1kb)	1	37611677	37720085	108409	2	72097	ENSMUST00000162875.7	0
chr1	37720366	37720657	292	*	Promoter (<=1kb)	1	37611677	37720085	108409	2	72097	ENSMUST00000162875.7	-281
chr1	37922908	37923434	527	*	Distal Intergenic	1	37905923	37916493	10571	2	332427	ENSMUST00000078307.6	-6415
chr1	38209637	38210686	1050	*	Exon (ENSMUST00000095027.8/16764, exon 12 of 22)	1	38181262	38197443	16182	2	16764	ENSMUST00000136641.2	-12194
chr1	38626305	38627112	808	*	Promoter (<=1kb)	1	38177326	38627185	449860	2	16764	ENSMUST00000095027.8	73
chr1	38627709	38628381	673	*	Promoter (<=1kb)	1	38177326	38627201	449876	2	16764	ENSMUST00000238906.1	-508
chr1	38835531	38836015	485	*	Promoter (<=1kb)	1	38793645	38836711	43067	2	381338	ENSMUST00000147695.8	696
chr1	38836231	38836869	639	*	Promoter (<=1kb)	1	38793645	38836711	43067	2	381338	ENSMUST00000147695.8	0
chr1	39192277	39193791	1515	*	Promoter (<=1kb)	1	39193731	39287615	93885	1	18143	ENSMUST00000173050.7	0
chr1	39194004	39194707	704	*	Promoter (<=1kb)	1	39194212	39363236	169025	1	18143	ENSMUST00000056815.8	0
chr1	39345179	39345556	378	*	Exon (ENSMUST00000056815.8/18143, exon 17 of 21)	1	39341555	39345466	3912	1	18143	ENSMUST00000172825.1	3624
chr1	39361788	39362387	600	*	3' UTR	1	39367842	39371911	4070	1	114641	ENSMUST00000086535.11	-5455
chr1	39454081	39454225	145	*	Intron (ENSMUST00000054462.10/54610, intron 1 of 19)	1	39372296	39478661	106366	2	54610	ENSMUST00000192531.5	24436
chr1	39477396	39478349	954	*	Promoter (<=1kb)	1	39372296	39478661	106366	2	54610	ENSMUST00000192531.5	312
chr1	39650291	39651388	1098	*	Promoter (<=1kb)	1	39618406	39651474	33069	2	263764	ENSMUST00000053355.5	86
chr1	39720572	39720912	341	*	Promoter (<=1kb)	1	39665301	39720997	55697	2	619289	ENSMUST00000151913.2	85
chr1	39721096	39721451	356	*	Promoter (<=1kb)	1	39665301	39720997	55697	2	619289	ENSMUST00000151913.2	-99
chr1	40055458	40055777	320	*	Distal Intergenic	1	40074079	40112136	38058	1	16178	ENSMUST00000191671.5	-18302
chr1	40085716	40085883	168	*	Promoter (<=1kb)	1	40076228	40085851	9624	2	100047133	ENSMUST00000181756.2	0
chr1	40266373	40267041	669	*	Promoter (<=1kb)	1	40266586	40316201	49616	1	16177	ENSMUST00000114795.2	0
chr1	40267097	40267137	41	*	Promoter (<=1kb)	1	40266657	40277178	10522	1	16177	ENSMUST00000195402.1	440
chr1	40325696	40326358	663	*	Promoter (<=1kb)	1	40325611	40329171	3561	1	107527	ENSMUST00000193388.1	85
chr1	40680517	40681468	952	*	Promoter (<=1kb)	1	40680574	40769273	88700	1	226999	ENSMUST00000027231.12	0
chr1	40681641	40682257	617	*	Promoter (<=1kb)	1	40681597	40727681	46085	1	226999	ENSMUST00000192345.1	44
chr1	42491522	42492181	660	*	Exon (ENSMUST00000191992.1/ENSMUST00000191992.1, exon 1 of 3)	1	42648200	42651679	3480	2	66297	ENSMUST00000176977.7	159498
chr1	42684316	42685104	789	*	Intron (ENSMUST00000181660.7/66297, intron 1 of 3)	1	42648201	42693093	44893	2	66297	ENSMUST00000186656.6	7989
chr1	42686493	42686996	504	*	Intron (ENSMUST00000181660.7/66297, intron 1 of 3)	1	42648201	42693093	44893	2	66297	ENSMUST00000186656.6	6097
chr1	42694084	42694840	757	*	Promoter (<=1kb)	1	42590782	42694808	104027	2	66297	ENSMUST00000181660.7	0
chr1	42695005	42695438	434	*	Promoter (<=1kb)	1	42666852	42694842	27991	2	66297	ENSMUST00000185599.1	-163
chr1	42695643	42696152	510	*	Promoter (<=1kb)	1	42695768	42703176	7409	1	18993	ENSMUST00000054883.3	0
chr1	42696355	42696881	527	*	Promoter (<=1kb)	1	42695768	42703176	7409	1	18993	ENSMUST00000054883.3	587
chr1	42697331	42697633	303	*	Promoter (1-2kb)	1	42695768	42703176	7409	1	18993	ENSMUST00000054883.3	1563
chr1	42697743	42698175	433	*	Promoter (1-2kb)	1	42695768	42703176	7409	1	18993	ENSMUST00000054883.3	1975
chr1	42698253	42698669	417	*	Promoter (2-3kb)	1	42695768	42703176	7409	1	18993	ENSMUST00000054883.3	2485
chr1	42698786	42698907	122	*	3' UTR	1	42695768	42703176	7409	1	18993	ENSMUST00000054883.3	3018
chr1	42713133	42714018	886	*	Promoter (<=1kb)	1	42707061	42713454	6394	2	66620	ENSMUST00000180589.1	0
chr1	42714178	42714534	357	*	Promoter (<=1kb)	1	42707061	42713454	6394	2	66620	ENSMUST00000180589.1	-724
chr1	42952603	42953291	689	*	Promoter (<=1kb)	1	42952872	42955155	2284	1	93690	ENSMUST00000188621.1	0
chr1	42953448	42953827	380	*	Promoter (<=1kb)	1	42953139	43030781	77643	1	93690	ENSMUST00000179655.1	309
chr1	43091799	43092063	265	*	Promoter (<=1kb)	1	43059891	43092447	32557	2	73122	ENSMUST00000188728.1	384
chr1	43092748	43093021	274	*	Promoter (<=1kb)	1	43047220	43092729	45510	2	73122	ENSMUST00000186694.6	-19
chr1	43163170	43164368	1199	*	Promoter (<=1kb)	1	43123074	43163961	40888	2	14200	ENSMUST00000008280.13	0
chr1	44198532	44199211	680	*	Distal Intergenic	1	44206425	44218913	12489	2	403183	ENSMUST00000150062.1	19702
chr1	44551605	44552728	1124	*	Promoter (<=1kb)	1	44551693	44788874	237182	1	70676	ENSMUST00000160854.7	0
chr1	45925019	45925506	488	*	Promoter (<=1kb)	1	45918936	45925262	6327	2	53945	ENSMUST00000186822.1	0
chr1	45925618	45926578	961	*	Promoter (<=1kb)	1	45921217	45926519	5303	2	53945	ENSMUST00000186804.1	0
chr1	46088766	46088889	124	*	Intron (ENSMUST00000238593.1/227058, intron 6 of 65)	1	46066853	46373546	306694	1	227058	ENSMUST00000238212.1	21913
chr1	50926401	50927382	982	*	Promoter (<=1kb)	1	50927519	51187270	259752	1	56363	ENSMUST00000081851.3	-137
chr1	50927579	50928295	717	*	Promoter (<=1kb)	1	50927519	51187270	259752	1	56363	ENSMUST00000081851.3	60
chr1	51916069	51916308	240	*	Promoter (<=1kb)	1	51749765	51916071	166307	2	17912	ENSMUST00000046390.13	0
chr1	52120106	52120628	523	*	Promoter (<=1kb)	1	52119624	52160730	41107	1	20846	ENSMUST00000186057.6	482
chr1	52499539	52500016	478	*	Promoter (<=1kb)	1	52457294	52500300	43007	2	17936	ENSMUST00000186764.6	284
chr1	52500733	52500996	264	*	Promoter (<=1kb)	1	52457294	52500679	43386	2	17936	ENSMUST00000069792.13	-54
chr1	52726321	52726964	644	*	Promoter (<=1kb)	1	52675623	52727358	51736	2	98682	ENSMUST00000147421.1	394
chr1	52727064	52727781	718	*	Promoter (<=1kb)	1	52656286	52727462	71177	2	98682	ENSMUST00000156876.7	0
chr1	52817029	52817957	929	*	Promoter (<=1kb)	1	52785427	52817688	32262	2	16329	ENSMUST00000027271.8	0
chr1	53925418	53925669	252	*	Exon (ENSMUST00000120904.7/329152, exon 9 of 29)	1	53839017	53866512	27496	2	329152	ENSMUST00000152870.1	-58906
chr1	54194013	54194491	479	*	Promoter (<=1kb)	1	53806876	54194048	387173	2	329152	ENSMUST00000120904.7	0
chr1	54194889	54195403	515	*	Promoter (<=1kb)	1	53806882	54195034	388153	2	329152	ENSMUST00000087659.10	0
chr1	54556733	54557499	767	*	Promoter (<=1kb)	1	54472994	54557682	84689	2	241062	ENSMUST00000097739.4	183
chr1	54557955	54558213	259	*	Promoter (<=1kb)	1	54524284	54557684	33401	2	241062	ENSMUST00000185817.1	-271
chr1	54925216	54925993	778	*	Promoter (<=1kb)	1	54735302	54926354	191053	2	329154	ENSMUST00000178935.7	361
chr1	54926548	54926881	334	*	Promoter (<=1kb)	1	54760887	54926387	165501	2	329154	ENSMUST00000180327.7	-161
chr1	55226269	55226881	613	*	Promoter (<=1kb)	1	55170159	55226782	56624	2	74013	ENSMUST00000027121.14	0
chr1	55237905	55238976	1072	*	Promoter (<=1kb)	1	55237177	55248470	11294	1	212679	ENSMUST00000061334.9	728
chr1	55362351	55363404	1054	*	Promoter (<=1kb)	1	55300069	55362726	62658	2	75388	ENSMUST00000114423.6	0
chr1	55363576	55364009	434	*	Promoter (<=1kb)	1	55346257	55363469	17213	2	75388	ENSMUST00000159398.1	-107
chr1	55405457	55406793	1337	*	Promoter (<=1kb)	1	55405921	55754285	348365	1	227120	ENSMUST00000042986.9	0
chr1	56969337	56970173	837	*	Promoter (<=1kb)	1	56793988	56969872	175885	2	212712	ENSMUST00000177424.1	0
chr1	56970706	56971407	702	*	Promoter (<=1kb)	1	56971412	56975197	3786	1	329160	ENSMUST00000135238.3	-5
chr1	56971475	56971922	448	*	Promoter (<=1kb)	1	56793986	56971858	177873	2	212712	ENSMUST00000114415.9	0
chr1	56973568	56973893	326	*	Promoter (1-2kb)	1	56793981	56972502	178522	2	212712	ENSMUST00000042857.13	-1066
chr1	56977373	56978030	658	*	Promoter (<=1kb)	1	56969740	56978650	8911	2	212712	ENSMUST00000177282.1	620
chr1	57774145	57774828	684	*	Promoter (<=1kb)	1	57774162	57885768	111607	1	67198	ENSMUST00000172287.7	0
chr1	57775392	57775882	491	*	Promoter (<=1kb)	1	57774917	57799580	24664	1	67198	ENSMUST00000168895.1	475
chr1	58652521	58653071	551	*	Promoter (<=1kb)	1	58652641	58655831	3191	1	100504501	ENSMUST00000185352.1	0
chr1	58795327	58795518	192	*	Promoter (<=1kb)	1	58795374	58847503	52130	1	12370	ENSMUST00000027189.14	0
chr1	59450874	59451226	353	*	Distal Intergenic	1	59482424	59486955	4532	1	14369	ENSMUST00000114246.3	-31198
chr1	59483364	59484321	958	*	Promoter (<=1kb)	1	59482424	59486955	4532	1	14369	ENSMUST00000114246.3	940
chr1	59762267	59762504	238	*	Promoter (<=1kb)	1	59763400	59879014	115615	1	12168	ENSMUST00000087435.6	-896
chr1	59764320	59764997	678	*	Promoter (<=1kb)	1	59763400	59879014	115615	1	12168	ENSMUST00000087435.6	920
chr1	59914404	59914673	270	*	Promoter (1-2kb)	1	59913006	59985346	72341	1	72750	ENSMUST00000036540.11	1398
chr1	60042449	60042898	450	*	Promoter (<=1kb)	1	59989068	60043087	54020	2	70375	ENSMUST00000027172.12	189
chr1	61638415	61638819	405	*	Promoter (<=1kb)	1	61638824	62078259	439436	1	72823	ENSMUST00000138768.7	-5
chr1	61638992	61639675	684	*	Promoter (<=1kb)	1	61639243	62637923	998681	1	72823	ENSMUST00000046673.10	0
chr1	62702711	62703175	465	*	Promoter (<=1kb)	1	62703285	62739932	36648	1	18187	ENSMUST00000126344.1	-110
chr1	62703492	62703905	414	*	Promoter (<=1kb)	1	62703702	62796981	93280	1	18187	ENSMUST00000027112.12	0
chr1	62705557	62707849	2293	*	Promoter (1-2kb)	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	1855
chr1	62885087	62885362	276	*	Distal Intergenic	1	62703702	62818695	114994	1	18187	ENSMUST00000114157.2	181385
chr1	63248138	63249149	1012	*	Exon (ENSMUST00000194370.1/ENSMUST00000194370.1, exon 1 of 1)	1	63273265	63314576	41312	1	73884	ENSMUST00000114132.7	-24116
chr1	63272671	63273151	481	*	Promoter (<=1kb)	1	63273265	63314576	41312	1	73884	ENSMUST00000114132.7	-114
chr1	63273680	63274412	733	*	Promoter (<=1kb)	1	63273269	63295022	21754	1	73884	ENSMUST00000126932.1	411
chr1	63308996	63309147	152	*	Exon (ENSMUST00000114132.7/73884, exon 7 of 7)	1	63290738	63314575	23838	1	73884	ENSMUST00000029025.8	18258
chr1	63309667	63310036	370	*	3' UTR	1	63290738	63314575	23838	1	73884	ENSMUST00000029025.8	18929
chr1	63614335	63614713	379	*	Promoter (1-2kb)	1	63615968	63620819	4852	1	105243944	ENSMUST00000226288.1	-1255
